path,level,prefLabel,synonym,definition,word_count_in_prefLabel,id
symptom/urinary system symptom/extravasation of urine,2,extravasation of urine,[],"A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.",3,s0204
symptom/urinary system symptom/renal involvement,2,renal involvement,[],,2,s0205
symptom/urinary system symptom/renal abscess,2,renal abscess,"['kidney abscess', 'perirenal abscess']",A urinary system symptom that is characterized by a pocket (a walled-off cavity) of pus that develops in the kidney tissue. It results from the migration of bacteria from another infection site on the body to the kidneys.,2,s0206
symptom/urinary system symptom/hematuria,2,hematuria,[],A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.,1,s0207
symptom/urinary system symptom/hematuria/gross hematuria,3,gross hematuria,[],A hematuria that is characterized by the production of a visible redness in the urine.,2,s0208
symptom/urinary system symptom/urinary stream symptom,2,urinary stream symptom,[],,3,s0209
symptom/urinary system symptom/urinary stream symptom/slowing of urinary stream,3,slowing of urinary stream,[],A urinary stream symptom that is characterized by a slow or weak stream of urine.,4,s0210
symptom/urinary system symptom/urinary stream symptom/splitting of urinary stream,3,splitting of urinary stream,[],A urinary stream symptom that is characterized by a split in the urine flow resulting in it streaming in two directions.,4,s0211
symptom/urinary system symptom/dysuria,2,dysuria,"['painful urine discharge', 'difficult urine discharge']","A urinary system symptom that is characterized by the difficult, or painful, discharge of urine.",1,s0212
symptom/urinary system symptom/urethral discharge,2,urethral discharge,[],"A urinary system symptom that is characterized by abnormal purulent or mucoid secretions from the penis or, rarely, the female urethra.",2,s0213
symptom/urinary system symptom/urinary incontinence,2,urinary incontinence,['incontinence'],A urinary system symptom that is characterized by the an inability of the body to control the evacuative functions.,2,s0214
symptom/urinary system symptom/urinary incontinence/mixed incontinence (female) (male),3,mixed incontinence female male,[],"A urinary incontinence that is characterized by urine leakage when you sneeze, cough, laugh, do jarring exercise, or lift something heavy. It is typically a combination of stress and urge incontinence.",4,s0215
symptom/urinary system symptom/urinary incontinence/overflow incontinence,3,overflow incontinence,[],"A urinary incontinence that is characterized by a bladder that does not empty completely, resulting in a bladder that is too full, which leads to overflow and unexpected leaking.",2,s0216
symptom/urinary system symptom/urinary incontinence/incontinence without sensory awareness,3,incontinence without sensory awareness,[],,4,s0217
symptom/urinary system symptom/urinary incontinence/post-void dribbling,3,postvoid dribbling,[],A urinary incontinence that is characterized by urine remaining in the urethra after voiding the bladder that slowly leaks out after urination.,2,s0218
symptom/urinary system symptom/urinary incontinence/urge incontinence,3,urge incontinence,[],"A urinary incontinence that is characterized by an involuntary leakage of urine from the bladder when a sudden strong need to urinate is felt, even when the bladder isn't full.",2,s0219
symptom/urinary system symptom/urinary incontinence/continuous leakage of urine,3,continuous leakage of urine,[],,4,s0220
symptom/urinary system symptom/urinary incontinence/stress incontinence,3,stress incontinence,[],"A urinary incontinence that is characterized by an involuntary leakage of urine from the bladder accompanying physical activity (as in laughing, coughing, sneezing, or physical exercise) which places increased pressure on the abdomen.",2,s0221
symptom/urinary system symptom/urinary incontinence/stress incontinence/male stress incontinence,4,male stress incontinence,[],A stress incontinence that is characterized by a compromised external urinary sphincter muscle resulting from surgical or radiotherapeutic manipulation.,3,s0222
symptom/urinary system symptom/urinary incontinence/nocturnal enuresis,3,nocturnal enuresis,"['bed wetting', 'nighttime incontinence']",A urinary incontinence that is characterized by involuntary urination at night in children five years of age or older.,2,s0223
symptom/urinary system symptom/nephritis,2,nephritis,[],"A urinary system symptom that is characterized by the acute or chronic inflammation of the kidney affecting the structure (as of the glomerulus or parenchyma) and caused by infection, a degenerative process, or vascular disease.|doid/symp duplicate",1,s0224
symptom/urinary system symptom/genitourinary hemorrhage,2,genitourinary hemorrhage,[],,2,s0225
symptom/urinary system symptom/proteinuria,2,proteinuria,[],A urinary system symptom characterized by the presence of excess protein in the urine.|doid/symp duplicate,1,s0226
symptom/urinary system symptom/incomplete bladder emptying,2,incomplete bladder emptying,[],A urinary system symptom that is characterized by a bladder that is not empty.,3,s0227
symptom/urinary system symptom/urinary retention,2,urinary retention,"['inability to urinate', 'retention of urine', 'ischuria']",A urinary system symptom that is characterized by an inability to empty the bladder completely during the process of voiding (urination).,2,s0228
symptom/urinary system symptom/renal alteration,2,renal alteration,[],,2,s0229
symptom/urinary system symptom/urinary urgency,2,urinary urgency,['urgency of urination'],"A urinary system symptom that is characterized by a strong and immediate need to urinate due to an increase in pressure in the bladder, resulting in difficulty to hold in the urine. This can occur regardless of whether the bladder is full.",2,s0230
symptom/urinary system symptom/urinary frequency,2,urinary frequency,"['nocturia', 'frequent urination']","A urinary system symptom that is characterized by the need to urinate many times during the day, at night, or both but in normal or less-than-normal volumes.  Frequency may be accompanied by a sensation of an urgent need to void (urgency of urination).",2,s0231
symptom/urinary system symptom/polyuria,2,polyuria,['excessive secretion of urine'],A urinary system symptom that is characterized by the excessive secretion of urine.,1,s0232
symptom/urinary system symptom/nocturia,2,nocturia,['nycturia'],A urinary system symptom that is characterized by urination at night especially when excessive.,1,s0233
symptom/urinary system symptom/oliguria,2,oliguria,[],A urinary system symptom that is characterized by the reduced excretion of urine.,1,s0234
symptom/urinary system symptom/dark urine,2,dark urine,[],"A urinary system symptom that is characterized by an elevation in the concentration of the the pigments from foods, dyes, and medications in urine. The dilution of these pigment is dependent on the amount of water intake and severe dehydration can lead to a dark color.",2,s0235
symptom/urinary system symptom/anuria,2,anuria,[],"A urinary system symptom that is characterized by the absence of, or by defective, urine excretion.|doid/symp duplicate",1,s0236
symptom/urinary system symptom/renal failure,2,renal failure,[],"A urinary system symptom that is characterized by a loss of excretory function in one or both kidneys, leading to retention of nitrogenous waste products from the blood.",2,s0237
symptom/urinary system symptom/renal failure/acute renal failure,3,acute renal failure,[],A renal failure that is characterized by a severe and sudden onset of renal failure.,3,s0238
symptom/skin and integumentary tissue symptom,1,skin and integumentary tissue symptom,[],"A skin and integumentary tissue symptom that is characterized by the outer layer of the skin starting to replace itself. Often, this happens when skin is damaged, either by disease or injury.",5,s0239
symptom/skin and integumentary tissue symptom/cold clammy skin,2,cold clammy skin,[],"A skin and integumentary tissue symptom that is characterized by cold, moist and sticky skin.",3,s0240
symptom/skin and integumentary tissue symptom/abnormal scar formation,2,abnormal scar formation,[],,3,s0241
symptom/skin and integumentary tissue symptom/nail discoloration,2,nail discoloration,[],,2,s0242
symptom/skin and integumentary tissue symptom/ruffled feather,2,ruffled feather,[],,2,s0243
symptom/skin and integumentary tissue symptom/dry mucous membrane,2,dry mucous membrane,['dry mucous membranes'],,3,s0244
symptom/skin and integumentary tissue symptom/change in skin color,2,change in skin color,[],,4,s0245
symptom/skin and integumentary tissue symptom/urticaria,2,urticaria,"['nettle rash', 'hives', 'uredo']","A skin and integumentary tissue symptom that is characterized by raised red skin wheals (welts) commonly caused by an allergic reaction with wheals that may vary in size from about 5 mm (0.2 inches) in diameter to the size of a dinner plate that are described as severely itchy a stingnig or burning sensation, and having a pale border.|doid/symp duplicate",1,s0246
symptom/skin and integumentary tissue symptom/paresthesia,2,paresthesia,[],"A skin and integumentary tissue symptom that is characterized by a sensation of pricking, tingling, or creeping on the skin having no objective cause and usually associated with injury or irritation of a sensory nerve or nerve root.",1,s0247
symptom/skin and integumentary tissue symptom/itching,2,itching,['pruritus'],A skin and integumentary tissue symptom that is characterized by an uneasy irritating sensation in the upper surface of the skin usually held to result from mild stimulation of pain receptors.,1,s0248
symptom/skin and integumentary tissue symptom/localized superficial swelling,2,localized superficial swelling,[],,3,s0249
symptom/skin and integumentary tissue symptom/localized superficial mass,2,localized superficial mass,[],,3,s0250
symptom/skin and integumentary tissue symptom/pustule,2,pustule,[],A skin and integumentary tissue symptom that is characterized by a small circumscribed elevation of the skin containing pus and having an inflamed base.,1,s0251
symptom/skin and integumentary tissue symptom/boil,2,boil,['furuncle'],"A skin and integumentary tissue symptom that is characterized by a localized swelling and inflammation of the skin resulting from usually bacterial infection of a hair follicle and adjacent tissue, having a hard central core, and forming pus.",1,s0252
symptom/skin and integumentary tissue symptom/flat keratotic capsule,2,flat keratotic capsule,[],,3,s0253
symptom/skin and integumentary tissue symptom/keratotic nodules of the skin,2,keratotic nodules of the skin,[],,5,s0254
symptom/skin and integumentary tissue symptom/disturbance of skin sensation,2,disturbance of skin sensation,[],,4,s0255
symptom/skin and integumentary tissue symptom/jaundice,2,jaundice,"['icteric', 'icterus']","A skin and integumentary tissue symptom that is characterized by a yellowish pigmentation of the skin, tissues, and certain body fluids is caused by the deposition of bile pigments that follows interference with normal production and discharge of bile (as in certain liver diseases) or excessive breakdown of red blood cells (as after internal hemorrhage or in various hemolytic states).",1,s0256
symptom/skin and integumentary tissue symptom/cyanosis,2,cyanosis,[],A skin and integumentary tissue symptom that is characterized by a bluish or purplish discoloration (as of skin) due to deficient oxygenation of the blood.,1,s0257
symptom/skin and integumentary tissue symptom/edema,2,edema,['dropsy'],A skin and integumentary tissue symptom that is characterized by an abnormal excess accumulation of serous fluid in connective tissue or in a serous cavity.,1,s0258
symptom/skin and integumentary tissue symptom/edema/anasarca,3,anasarca,['generalized edema'],Anasarca is a edema characterized as generalized edema with accumulation of serum in the connective tissue.,1,s0259
symptom/skin and integumentary tissue symptom/edema/limb edema,3,limb edema,"['limb oedema', 'oedema of the limbs']",An adema that is characterized by an abnormal excess accumulation of serous fluid in connective tissue of the limbs.,2,s0260
symptom/skin and integumentary tissue symptom/edema/palpebral edema,3,palpebral edema,['edema of the eyelid'],An adema that is characterized by an abnormal excess accumulation of serous fluid in connective tissue of the eyelids.,2,s0261
symptom/skin and integumentary tissue symptom/edema/facial edema,3,facial edema,['facial swelling'],An adema that is characterized by an abnormal excess accumulation of serous fluid in connective tissue of the face.,2,s0262
symptom/skin and integumentary tissue symptom/change in skin texture,2,change in skin texture,[],,4,s0263
symptom/skin and integumentary tissue symptom/spontaneous ecchymoses,2,spontaneous ecchymoses,[],A skin and integumentary tissue symptom that is characterized by the spontaneous escape of blood into the tissues from ruptured blood vessels marked by a livid black-and-blue or purple spot or area.,2,s0264
symptom/skin and integumentary tissue symptom/sweaty,2,sweaty,['perspire'],A skin and integumentary tissue symptom that is characterized by the excretion of moisture in visible quantities through the opening of the sweat glands.,1,s0265
symptom/skin and integumentary tissue symptom/sweaty/diaphoresis,3,diaphoresis,['profuse perspiration'],A sweat that is characterized by excessive sweating commonly associated with shock and other medical emergency conditions.,1,s0266
symptom/skin and integumentary tissue symptom/necrotic lesion,2,necrotic lesion,[],"A skin and integumentary tissue symptom that is characterized by regions of cell death to living tissue in an organ, which has suffered damage through injury or disease, such as a wound, ulcer, abscess, or tumor.",2,s0267
symptom/skin and integumentary tissue symptom/rash,2,rash,"['skin redness', 'skin eruption', 'erythema', 'rubor', 'skin rash']",A skin and integumentary tissue symptom that is characterized by an eruption on the body typically with little or no elevation above the surface.,1,s0268
symptom/skin and integumentary tissue symptom/rash/ankle rash,3,ankle rash,['redness of ankle'],A rash characterized by an inflammatory reaction of the skin on the ankles.,2,s0269
symptom/skin and integumentary tissue symptom/rash/papular rash,3,papular rash,[],"A rash characterized by papule(s), which are a raised area of the skin.",2,s0270
symptom/skin and integumentary tissue symptom/rash/maculopapular rash,3,maculopapular rash,[],"A rash characterized by papule(s), which are a raised area of the skin and macule(s), which are a flat red area of the skin.",2,s0271
symptom/skin and integumentary tissue symptom/rash/blotchy red rash,3,blotchy red rash,[],,3,s0272
symptom/skin and integumentary tissue symptom/rash/purpuric rash,3,purpuric rash,[],A rash characterized by a red or purple hued small spots of blood appear on the skin caused by conditions that result in blood leaking into the skin and other body surfaces that does not fade when pressed upon.,2,s0273
symptom/skin and integumentary tissue symptom/rash/diffuse rash,3,diffuse rash,['diffuse erythema'],"A rash characterized by large patches of red skin, without overlying changes in the epidermis.",2,s0274
symptom/skin and integumentary tissue symptom/rash/exanthema,3,exanthema,[],A rash characterized by a widespread skin eruption usually occurring in children that is a symptom of a more general disease.,1,s0275
symptom/skin and integumentary tissue symptom/skin lesion,2,skin lesion,[],A skin and integumentary tissue symptom that is characterized by an abnormal change in structure of the skin that is especially circumscribed and well defined due to injury or disease.,2,s0276
symptom/skin and integumentary tissue symptom/skin lesion/abnormal wound healing,3,abnormal wound healing,[],,3,s0277
symptom/skin and integumentary tissue symptom/skin lesion/poor wound healing,3,poor wound healing,[],,3,s0278
symptom/skin and integumentary tissue symptom/skin lesion/skin ulcer,3,skin ulcer,[],"A skin lesion that is characterized by a break in skin with loss of surface tissue, disintegration and necrosis of epithelial tissue, and often pus.",2,s0279
symptom/skin and integumentary tissue symptom/skin lesion/skin ulcer/tache noire,4,tache noire,[],A skin ulcer that is characterized by a a small dark-centered ulcer that appears at the site of a tick bite and is the primary lesion of boutonneuse fever.,2,s0280
symptom/skin and integumentary tissue symptom/skin lesion/skin ulcer/extensive ulcer,4,extensive ulcer,[],,2,s0281
symptom/skin and integumentary tissue symptom/skin lesion/skin ulcer/apthous ulcer,4,apthous ulcer,"['aphthous stomatitis', 'canker sore']","A skin ulcer that is characterized by a small recurrent, painful, round or ovoid ulcers with well-defined erythematous margins, like a halo, and a central yellow or gray floor found in the soft tissue of the oral cavity.",2,s0282
symptom/skin and integumentary tissue symptom/papule,2,papule,[],"A skin and integumentary tissue symptom that is characterized by a small solid usually conical elevation of the skin caused by inflammation, accumulated secretion, or hypertrophy of tissue elements.",1,s0283
symptom/skin and integumentary tissue symptom/hyperpigmentation,2,hyperpigmentation,[],"A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.",1,s0284
symptom/skin and integumentary tissue symptom/pale mucous membrane,2,pale mucous membrane,[],,3,s0285
symptom/skin and integumentary tissue symptom/mammary gland inflammation,2,mammary gland inflammation,"['inflammation of mammary breast', 'mammitis']",A skin and integumentary tissue symptom that is characterized by an inflammation of the mammary gland or udder and usually caused by infection.,3,s0286
symptom/skin and integumentary tissue symptom/mammary gland inflammation/severe mammary gland inflammation,3,severe mammary gland inflammation,[],A mammary gland inflammation that is characterized by an increased intensity or severity of the condition.,4,s0287
symptom/skin and integumentary tissue symptom/enanthem,2,enanthem,[],A skin and integumentary tissue symptom that is characterized by an eruption on a mucous surface.,1,s0288
symptom/skin and integumentary tissue symptom/flushing,2,flushing,[],"A skin and integumentary tissue symptom that is characterized by a markedly red flush in a persons face and often other areas of the skin, from various physiological conditions. Flushing is generally distinguished, despite a close physiological relation between them, from blushing, which is milder, generally restricted to the face or cheeks, and generally assumed to reflect embarrassment. Flushing is also a cardinal symptom of carcinoid syndrome the syndrome that results from hormones (often serotonin or histamine) being secreted into systemic circulation.",1,s0289
symptom/skin and integumentary tissue symptom/pallor,2,pallor,['paleness'],A skin and integumentary tissue symptom that is characterized by a deficiency of color especially of the face.,1,s0290
symptom/skin and integumentary tissue symptom/localized superficial lump,2,localized superficial lump,[],,3,s0291
symptom/skin and integumentary tissue symptom/petechiae,2,petechiae,['petechial rash'],A skin and integumentary tissue symptom that is characterized by a minute reddish or purplish spot containing blood that appears in skin or mucous membrane as a result of localized hemorrhage.,1,s0292
symptom/skin and integumentary tissue symptom/blister,2,blister,[],A skin and integumentary tissue symptom that is characterized by a fluid-filled elevation of the epidermis.,1,s0293
symptom/skin and integumentary tissue symptom/dermal abscess,2,dermal abscess,"['cutaneous abscess', 'skin abscess', 'subcutaneous abscess', 'dermal abscesses']","A skin and integumentary tissue symptom that is characterized by a pus-filled pocket in the skin, similar to a pimple, but larger and deeper.  The pocket is filled with bacteria, white blood cells, and dead skin and typcally result from the bacteria Staphylococcus aureus prentrating the skin through a cut or hair follicle.",2,s0294
symptom/skin and integumentary tissue symptom/eschar,2,eschar,[],A skin and integumentary tissue symptom that is characterized by a scab formed especially after a burn.,1,s0295
symptom/skin and integumentary tissue symptom/skin peeling,2,skin peeling,[],,2,s0296
symptom/skin and integumentary tissue symptom/skin peeling/skin desquamation,3,skin desquamation,[],A skin and integumentary tissue symptom that is characterized by the peeling off of skin in the form of scales.,2,s0297
symptom/skin and integumentary tissue symptom/hair symptom,2,hair symptom,[],,2,s0298
symptom/skin and integumentary tissue symptom/hair symptom/hair loss,3,hair loss,[],"A hair symptom that is characterized by the stopping of hair growth (regeneration), which may be a result of hereditary hair loss, immune system overreacts, drugs and treatments, harsh hair-care products, and other factors.",2,s0299
symptom/skin and integumentary tissue symptom/hair symptom/hair loss/patches of hair loss with a black dot pattern,4,patches of hair loss with a black dot pattern,[],"A hair symptom that is characterized by patchy hair loss and the presence of comedo-like cadaver hairs, which appear as black dots.",9,s0300
symptom/skin and integumentary tissue symptom/hair symptom/corkscrew hair,3,corkscrew hair,[],"A hair symptom that is characterized by coiled “corkscrew” hairs on the surface of the arms, legs and chest, which can occur as a result low level of ascorbic acid (vitamin C).",2,s0301
symptom/skin and integumentary tissue symptom/hair symptom/hair shedding,3,hair shedding,[],"A hair symptom that is characterized by significant falling out of hair, which may be a result of stress, high fever, and other factors.",2,s0302
symptom/skin and integumentary tissue symptom/peritonitis,2,peritonitis,[],A skin and integumentary tissue symptom that is characterized by an inflammation of the peritoneum.|doid/symp duplicate,1,s0303
symptom/skin and integumentary tissue symptom/pleural effusion,2,pleural effusion,[],A skin and integumentary tissue symptom that is characterized by an exudation of fluid from the blood or lymph into a pleural cavity.,2,s0304
symptom/skin and integumentary tissue symptom/decreased facial sensation,2,decreased facial sensation,[],,3,s0305
symptom/skin and integumentary tissue symptom/hemorrhage into skin,2,hemorrhage into skin,[],,3,s0306
symptom/skin and integumentary tissue symptom/hemorrhage into mucous membrane,2,hemorrhage into mucous membrane,[],,4,s0307
symptom/skin and integumentary tissue symptom/hematoma,2,hematoma,[],"A skin and integumentary tissue symptom that is characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.",1,s0308
symptom/skin and integumentary tissue symptom/icteric skin,2,icteric skin,[],A skin and integumentary tissue symptom that is characterized by yellowed skin due to bile or bilirubin accumulation.,2,s0309
symptom/skin and integumentary tissue symptom/icteric mucous membrane,2,icteric mucous membrane,[],A skin and integumentary tissue symptom that is characterized by yellowed mucous membranes due to bile or bilirubin accumulation.,3,s0310
symptom/skin and integumentary tissue symptom/bruise,2,bruise,"['bruises', 'bruising', 'contusion', 'ecchymosis']",A skin and integumentary tissue symptom that is characterized by an injury transmitted through unbroken skin to underlying tissue causing rupture of small blood vessels and escape of blood into the tissue with resulting discoloration.,1,s0311
symptom/skin and integumentary tissue symptom/eczema,2,eczema,[],"A skin and integumentary tissue symptom that is characterized by an inflammatory condition of the skin with redness, itching, and oozing vesicular lesions, which become scaly, crusted, or hardened.",1,s0312
symptom/skin and integumentary tissue symptom/darkening of skin,2,darkening of skin,[],,3,s0313
symptom/nervous system symptom,1,nervous system symptom,[],,3,s0314
symptom/nervous system symptom/sensation perception,2,sensation perception,[],A nervous system symptom that is characterized by interpretation of the information perceived by sensory receptors.,2,s0315
symptom/nervous system symptom/sensation perception/pain,3,pain,[],"A sensation perception that is characterized by an unpleasant sensation that usually indicates the body is threatened or damaged. The sensation may be sharp or dull, short-lived or chronic, intermittent or continual, confined to one area or spread over the entire body.",1,s0316
symptom/nervous system symptom/sensation perception/pain/neck pain,4,neck pain,[],"A pain that is characterized by an unpleasant sensation localized in the neck that usually indicates the body is threatened or damaged. The sensation may be sharp or dull, short-lived or chronic, intermittent or continual.",2,s0317
symptom/nervous system symptom/sensation perception/pain/throat pain,4,throat pain,['sore throat'],A pain that is characterized by a painful throat due to inflammation of the fauces and pharynx.,2,s0318
symptom/nervous system symptom/sensation perception/pain/headache,4,headache,['cephalalgia'],A pain that is characterized by a pain in the head.,1,s0319
symptom/nervous system symptom/sensation perception/pain/headache/frontal headache,5,frontal headache,[],,2,s0320
symptom/nervous system symptom/sensation perception/pain/headache/severe headache,5,severe headache,[],,2,s0321
symptom/nervous system symptom/sensation perception/pain/headache/bifrontal headache,5,bifrontal headache,[],,2,s0322
symptom/nervous system symptom/sensation perception/pain/bone pain,4,bone pain,[],,2,s0323
symptom/nervous system symptom/sensation perception/pain/colicky pain,4,colicky pain,[],"A pain that is characterized by an attack of acute abdominal pain localized in a hollow organ or part (as the small intestine, ureter, or bile duct) and often caused by spasm, obstruction, or twisting.",2,s0324
symptom/nervous system symptom/sensation perception/pain/colic,4,colic,[],A pain that is characterized by the condition marked by recurrent episodes of prolonged and uncontrollable crying and irritability in an otherwise healthy infant that is of unknown cause and usually subsides after three to four months of age.,1,s0325
symptom/nervous system symptom/sensation perception/pain/colic/renal colic,5,renal colic,[],A colic that is characterized by a severe pain produced by the passage of a calculus from the kidney through the ureter.,2,s0326
symptom/nervous system symptom/sensation perception/pain/body ache,4,body ache,[],,2,s0327
symptom/nervous system symptom/sensation perception/pain/earache,4,earache,[],,1,s0328
symptom/nervous system symptom/sensation perception/pain/toothache,4,toothache,[],"A pain that is characterized by a pain in, or about, a tooth or teeth.",1,s0329
symptom/nervous system symptom/sensation perception/pain/abdominal pain,4,abdominal pain,[],"A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.",2,s0330
symptom/nervous system symptom/sensation perception/pain/abdominal pain/periumbilic abdominal pain,5,periumbilic abdominal pain,[],,3,s0331
symptom/nervous system symptom/sensation perception/pain/abdominal pain/left upper quadrant abdominal pain,5,left upper quadrant abdominal pain,[],"An abdominal pain that is characterized by occurring in the left upper quadrant abdominal pain of the abdomen that can be caused by a stomach ulcer, acute gastritis, a viral infection, or indigestion, or may be an issue with one's lungs.",5,s0332
symptom/nervous system symptom/sensation perception/pain/abdominal pain/right upper quadrant abdominal pain,5,right upper quadrant abdominal pain,[],,5,s0333
symptom/nervous system symptom/sensation perception/pain/abdominal pain/right lower quadrant abdominal pain,5,right lower quadrant abdominal pain,[],,5,s0334
symptom/nervous system symptom/sensation perception/pain/abdominal pain/epigastric abdominal pain,5,epigastric abdominal pain,[],"An abdominal pain that is characterized by occurring in the epigastrium, i.e. the upper part of the abdomen below the rib cage.",3,s0335
symptom/nervous system symptom/sensation perception/pain/abdominal pain/generalized abdominal pain,5,generalized abdominal pain,[],An abdominal pain that is characterized by being diffuse or widespread and affecting or involving all of the abdomen.,3,s0336
symptom/nervous system symptom/sensation perception/pain/abdominal pain/multiple sites abdominal pain,5,multiple sites abdominal pain,[],,4,s0337
symptom/nervous system symptom/sensation perception/pain/abdominal pain/left lower quadrant abdominal pain,5,left lower quadrant abdominal pain,[],"An abdominal pain that is characterized by occurring in the left lower quadrant of the abdomen that is often related to the digestive tract, but can also be related to conditions of the body wall, skin, blood vessels, urinary tract, or reproductive organs.",5,s0338
symptom/nervous system symptom/sensation perception/pain/muscle pain,4,muscle pain,['myalgia'],A pain that is characterized by a pain in one or more muscles.,2,s0339
symptom/nervous system symptom/sensation perception/pain/muscle pain/severe myalgia,5,severe myalgia,[],"A muscle pain that is characterized by being severe in nature.  Myalgia may be acute in nature, stemming from overuse of a muscle group or viral infection.  It may also be chronic and caused by  metabolic myopathy, some nutritional deficiencies, and chronic fatigue syndrome.",2,s0340
symptom/nervous system symptom/sensation perception/pain/muscle pain/muscle ache,5,muscle ache,[],A pain that is characterized by a continuous or prolonged dull pain.,2,s0341
symptom/nervous system symptom/sensation perception/pain/referred pain,4,referred pain,[],A pain that is characterized by pain which is subjectively localized in one region although it is due to irritation in another region.,2,s0342
symptom/nervous system symptom/sensation perception/pain/chest pain,4,chest pain,[],,2,s0343
symptom/nervous system symptom/sensation perception/pain/chest pain/pleuritic chest pain,5,pleuritic chest pain,[],A chest pain that is characterized by an inflammation of the pleural cavity with a sharp pain resulting from the exansion of the lungs as the inflammed pleural layers rub against each other.,3,s0344
symptom/nervous system symptom/sensation perception/pain/chest pain/precordial pain,5,precordial pain,[],,2,s0345
symptom/nervous system symptom/sensation perception/pain/chest pain/severe chest pain,5,severe chest pain,['intense chest pain'],,3,s0346
symptom/nervous system symptom/sensation perception/pain/joint pain,4,joint pain,"['arthromyalgia', 'arthralgia']","A pain that is characterized by a pain situated, or occurring, in or around a joint.",2,s0347
symptom/nervous system symptom/sensation perception/pain/joint pain/shoulder pain,5,shoulder pain,[],"A joint pain that is characterized by a pain situated, or occurring, in or around the shoulder.",2,s0348
symptom/nervous system symptom/sensation perception/pain/joint pain/elbow pain,5,elbow pain,[],"A joint pain that is characterized by a pain situated, or occurring, in or around the elbow.",2,s0349
symptom/nervous system symptom/sensation perception/pain/joint pain/knee pain,5,knee pain,[],"A joint pain that is characterized by a pain situated, or occurring, in or around the knee.",2,s0350
symptom/nervous system symptom/sensation perception/pain/joint pain/hip pain,5,hip pain,[],"A joint pain that is characterized by a pain situated, or occurring, in or around the hip.",2,s0351
symptom/nervous system symptom/sensation perception/pain/joint pain/severe joint pain,5,severe joint pain,['intense join pain'],"A joint pain that is characterized by a pain situated, or occurring, in or around a joint that is intense (severe).",3,s0352
symptom/nervous system symptom/sensation perception/pain/acute painful vision loss,4,acute painful vision loss,[],,4,s0353
symptom/nervous system symptom/sensation perception/pain/painful lymph glands,4,painful lymph glands,['painful lymph nodes'],"A pain that is characterized by a pain situated, or occurring, in the lymph gland (lymph node). Pain is often associated with swelling of the gland, which is a sign that one's body is fighting an infection.",3,s0354
symptom/nervous system symptom/sensation perception/pain/gas pain,4,gas pain,[],,2,s0355
symptom/nervous system symptom/sensation perception/pain/neuropathic pain,4,neuropathic pain,[],"A pain that is characterized by being experienced by cancer patients and which is caused by radiotherapy or chemotherapy damage to nerves, when cancer invades or compresses nerves, or when, during cancer treatment. This type of pain is typically described as burning, electrical, or strange feeling.",2,s0356
symptom/nervous system symptom/sensation perception/pain/visceral pain,4,visceral pain,[],"A pain that is characterized by originating from organ tissues of the thorax, abdomen, or pelvis.  It characterizes as deep, vague, and difficult to locate pain, that radiates away from the affected organ.",2,s0357
symptom/nervous system symptom/sensation perception/pain/acute pain,4,acute pain,['sudden pain'],A pain that is characterized by being severe but lasting a relatively short time.,2,s0358
symptom/nervous system symptom/sensation perception/pain/nociceptive pain,4,nociceptive pain,[],"A pain that is characterized by originating from other than the peripheral and central nervous systems, and which is caused by activation of nociceptive fibers.",2,s0359
symptom/nervous system symptom/sensation perception/pain/chronic pain,4,chronic pain,[],A pain that is characterized by ranging from mild to severe and which continues beyond the expected healing phase.,2,s0360
symptom/nervous system symptom/sensation perception/pain/phantom pain,4,phantom pain,[],A pain that is characterized by a painful sensation that is perceived to originate in the amputated portion of the extremety. Patients may have localized pain that originates in the stump.,2,s0361
symptom/nervous system symptom/sensation perception/pain/breakthrough pain,4,breakthrough pain,[],"A pain that is characterized by occurring with movement and is not controlled by a scheduled pain medication regimen, such that the pain breaks through the current regimen. This is usually referred to in the context of a short and long acting opioid, the short acting opioid being used to treat the breakthrough pain.",2,s0362
symptom/nervous system symptom/sensation perception/pain/retrobulbar pain,4,retrobulbar pain,[],"A pain that is characterized by a pain situated, or occurring, behind the eyeball.",2,s0363
symptom/nervous system symptom/sensation perception/pain/testicular pain,4,testicular pain,[],"A pain that is characterized by a pain in, or about, a testis (testicle) or testes. Testicular pain can be caused by nerve damage, sexually transmitted infections, gangrene, swelling, hernia, kidney stones, inflammation, enlarged veins, fluid in the testicle, or a severe condition known as testicular torsion.",2,s0364
symptom/nervous system symptom/sensation perception/pain/backache,4,backache,['back pain'],A pain that is characterized by occurring in the lower back.,1,s0365
symptom/nervous system symptom/sensation perception/pain/backache/inflammatory low back pain,5,inflammatory low back pain,[],,4,s0366
symptom/nervous system symptom/sensation perception/pain/backache/low backache,5,low backache,['low back pain'],,2,s0367
symptom/nervous system symptom/sensation perception/pain/backache/severe backache,5,severe backache,['intense back pain'],,2,s0368
